1109,2000-03-31,1,97.63
1112,2000-10-28,1,96.81
1113,2000-05-13,1,92.16
1115,2000-06-13,1,85.5
1124,2000-01-24,1,86.35
1137,2000-09-28,1,96.51
1152,2000-10-29,1,94.08
1166,2000-05-15,1,92.06
1182,2000-06-06,1,98.62
1186,2000-04-17,1,92.06
1207,2000-08-04,1,88.42
1213,2000-05-05,1,98.73
1215,2000-02-11,1,87.02
1230,2000-11-18,1,94.55
1232,2000-07-08,1,94.78
1235,2000-04-15,1,95.88
1240,2000-05-28,1,93.19
1244,2000-04-04,1,96.35
1249,2000-05-15,1,95.9
1261,2000-12-28,1,90.84
1277,2000-07-24,1,90.38
1293,2000-11-04,1,88.27
1295,2000-01-08,1,90.91
1319,2000-03-06,1,98.17
1320,2000-05-14,1,90.03
1324,2000-04-16,1,97.6
1330,2000-11-05,1,95.46
1347,2000-01-24,1,91.54
1360,2000-10-24,1,87.51
1375,2000-05-02,1,85.8
1377,2000-04-18,1,99.76
1382,2000-03-19,1,86.46
1397,2000-02-22,1,91.25
1398,2000-02-17,1,91.53
1407,2000-12-12,1,93.74
1412,2000-11-24,1,99.85
1420,2000-08-16,1,96.6
1421,2000-12-14,1,86.9
1424,2000-08-13,1,98.47
1434,2000-06-21,1,93.06
1438,2000-07-02,1,98.47
1450,2000-01-21,1,96.83
1458,2000-08-19,1,95.74
1466,2000-10-27,1,89.07
1480,2000-01-29,1,90.41
1482,2000-10-23,1,85.66
1486,2000-12-12,1,93.06
1488,2000-09-18,1,90.76
1490,2000-11-30,1,93.22
1496,2000-07-24,1,85.41
1498,2000-12-25,1,88.14
1503,2000-03-28,1,92.31
1509,2000-02-04,1,97.71
1517,2000-10-31,1,97.76
1518,2000-05-20,1,99.12
1532,2000-04-02,1,93.31
1547,2000-12-03,1,90.7
1550,2000-05-04,1,99.29
1553,2000-04-14,1,87.24
1554,2000-07-01,1,88.87
1560,2000-01-15,1,94.82
1562,2000-07-16,1,85.95
1566,2000-03-04,1,90.87
1575,2000-06-28,1,93.97
1580,2000-03-17,1,90.62
1588,2000-11-09,1,87.5
1592,2000-11-26,1,90.53
1599,2000-09-14,1,86.57
1604,2000-08-16,1,95.31
1608,2000-04-04,1,94.11
1611,2000-11-23,1,95.29
1619,2000-05-25,1,97.28
1628,2000-08-31,1,85.81
1629,2000-04-15,1,87.27
1630,2000-06-29,1,85.92
1637,2000-11-05,1,99.79
1648,2000-08-02,1,87.95
1664,2000-06-06,1,91.03
1667,2000-06-01,1,95.53
1679,2000-02-06,1,91.3
1682,2000-08-31,1,94.38
1695,2000-09-07,1,99.97
1715,2000-01-24,1,91.86
1724,2000-01-18,1,96.0
1731,2000-06-06,1,98.77
1744,2000-04-19,1,97.86
1756,2000-09-20,1,91.13
1769,2000-12-22,1,87.18
1782,2000-01-01,1,96.61
1789,2000-06-02,1,86.62
1793,2000-08-06,1,97.91
1797,2000-08-15,1,87.74
1798,2000-07-06,1,93.84
1799,2000-02-24,1,93.32
1802,2000-10-18,1,91.06
1812,2000-05-12,1,87.86
1813,2000-04-20,1,88.03
1817,2000-02-27,1,94.56
1835,2000-11-11,1,96.56
1838,2000-07-20,1,92.8
1845,2000-06-02,1,87.24
1846,2000-02-05,1,87.28
1865,2000-12-18,1,91.17
1871,2000-09-09,1,88.4
1880,2000-04-22,1,97.83
1881,2000-12-18,1,89.08
1884,2000-07-21,1,98.05
1888,2000-03-18,1,85.26
1892,2000-05-10,1,98.57
1919,2000-09-21,1,95.4
1938,2000-09-11,1,96.03
1959,2000-01-23,1,85.27
1964,2000-09-29,1,89.25
1986,2000-10-24,1,91.39
1987,2000-02-16,1,89.66
2004,2000-12-28,1,92.11
2009,2000-06-21,1,96.25
2017,2000-10-17,1,93.22
2025,2000-06-12,1,95.4
2029,2000-04-17,1,95.36
2039,2000-12-23,1,85.99
2042,2000-06-26,1,86.65
2048,2000-06-02,1,94.3
2052,2000-07-14,1,89.28
2060,2000-03-04,1,91.35
2064,2000-10-13,1,86.89
2071,2000-08-06,1,89.16
2077,2000-07-14,1,93.77
2079,2000-10-03,1,98.49
2083,2000-03-17,1,86.25
2103,2000-05-19,1,96.31
2105,2000-04-08,1,98.34
2109,2000-09-14,1,85.33
2119,2000-12-26,1,90.07
2120,2000-07-14,1,98.11
2127,2000-06-04,1,95.98
2168,2000-10-18,1,87.17
2170,2000-02-11,1,97.17
2175,2000-08-24,1,97.65
2182,2000-07-30,1,85.48
2193,2000-05-02,1,86.66
2206,2000-06-14,1,96.02
2210,2000-02-28,1,95.74
2212,2000-05-23,1,97.37
2226,2000-09-25,1,92.94
2241,2000-03-22,1,87.79
2242,2000-09-21,1,98.43
2247,2000-10-02,1,98.76
2259,2000-08-03,1,90.97
2267,2000-08-17,1,92.43
2268,2000-09-24,1,88.96
2278,2000-01-22,1,85.88
2298,2000-11-06,1,92.11
2301,2000-07-06,1,89.68
2309,2000-01-22,1,96.66
2314,2000-01-23,1,85.46
2315,2000-02-01,1,87.2
2316,2000-02-06,1,87.7
2321,2000-12-07,1,87.29
2326,2000-03-03,1,90.35
2328,2000-07-26,1,89.32
2344,2000-01-27,1,95.45
2345,2000-07-21,1,90.97
2347,2000-10-24,1,98.82
2354,2000-01-08,1,94.79
2356,2000-09-13,1,87.2
2359,2000-03-01,1,93.39
2362,2000-07-01,1,87.55
2366,2000-06-26,1,89.29
2368,2000-10-21,1,93.53
2376,2000-08-04,1,87.83
2386,2000-06-18,1,93.65
2389,2000-09-07,1,92.06
2390,2000-07-17,1,95.62
2391,2000-02-24,1,88.35
2404,2000-01-06,1,97.9
2412,2000-01-12,1,98.95
2421,2000-09-21,1,98.8
2422,2000-10-06,1,85.76
2424,2000-01-09,1,91.4
2428,2000-01-16,1,99.46
2433,2000-01-04,1,93.01
2435,2000-10-16,1,96.37
2439,2000-05-15,1,92.6
2443,2000-05-24,1,85.69
2444,2000-02-04,1,89.87
2457,2000-06-16,1,93.37
2461,2000-09-24,1,94.86
2462,2000-07-17,1,86.92
2463,2000-09-18,1,97.72
2468,2000-09-07,1,89.57
2471,2000-01-26,1,91.02
2472,2000-05-04,1,96.85
2475,2000-07-17,1,95.6
2476,2000-02-24,1,87.26
2477,2000-12-01,1,97.54
2482,2000-06-27,1,95.5
2485,2000-05-02,1,91.97
2489,2000-12-18,1,98.42
2494,2000-03-10,1,91.12
2501,2000-08-27,1,95.65
2511,2000-03-22,1,87.54
2512,2000-09-16,1,92.45
2517,2000-07-06,1,85.74
2520,2000-03-18,1,89.23
2541,2000-07-22,1,97.79
2549,2000-06-20,1,85.44
2556,2000-06-20,1,88.95
2559,2000-10-06,1,99.88
2575,2000-01-19,1,89.31
2576,2000-04-23,1,87.27
2579,2000-01-24,1,92.34
2582,2000-01-15,1,94.3
2589,2000-07-23,1,91.17
2594,2000-11-17,1,92.29
2610,2000-12-12,1,99.04
2642,2000-08-27,1,88.38
2656,2000-07-12,1,85.35
2659,2000-06-29,1,92.33
2660,2000-02-20,1,91.45
2669,2000-04-11,1,98.2
2674,2000-07-10,1,96.96
2679,2000-01-02,1,93.66
2693,2000-07-28,1,98.56
2701,2000-04-25,1,91.4
2703,2000-01-05,1,93.53
2708,2000-03-11,1,97.02
2717,2000-07-24,1,94.44
2719,2000-08-08,1,99.53
2721,2000-09-03,1,87.75
2730,2000-10-19,1,97.66
2743,2000-08-01,1,89.77
2744,2000-09-25,1,98.0
2753,2000-09-15,1,86.03
2758,2000-06-30,1,87.92
2759,2000-11-27,1,90.57
2762,2000-01-20,1,91.77
2764,2000-08-08,1,89.22
2768,2000-04-16,1,94.54
2774,2000-07-27,1,96.1
2776,2000-07-12,1,96.72
2778,2000-12-28,1,91.51
2792,2000-09-10,1,96.07
2807,2000-06-30,1,87.61
2809,2000-06-25,1,91.93
2810,2000-02-23,1,97.99
2817,2000-01-13,1,88.96
2821,2000-12-25,1,94.05
2822,2000-09-29,1,91.02
2828,2000-03-04,1,94.58
2838,2000-07-16,1,87.71
2840,2000-09-09,1,86.67
2843,2000-02-14,1,95.84
2847,2000-10-30,1,99.51
2860,2000-01-04,1,92.75
2866,2000-02-04,1,92.25
2867,2000-04-30,1,87.7
2869,2000-08-08,1,93.7
2872,2000-03-12,1,87.09
2879,2000-06-26,1,85.11
2908,2000-03-16,1,88.64
2916,2000-06-29,1,92.93
2925,2000-07-23,1,97.87
2930,2000-08-04,1,98.54
2933,2000-04-11,1,91.37
2934,2000-09-24,1,92.43
2937,2000-04-01,1,93.95
2938,2000-12-11,1,91.14
2939,2000-09-19,1,86.2
2949,2000-08-25,1,88.45
2954,2000-11-27,1,91.44
2971,2000-08-26,1,86.67
2976,2000-10-13,1,92.64
2996,2000-01-12,1,92.41
2997,2000-07-11,1,86.66
3004,2000-12-18,1,87.5
3006,2000-06-17,1,96.86
3012,2000-02-20,1,97.45
3017,2000-12-25,1,86.43
3026,2000-06-15,1,93.26
3039,2000-05-15,1,97.26
3044,2000-12-04,1,99.88
3052,2000-05-21,1,89.37
3053,2000-04-23,1,86.85
3055,2000-01-19,1,88.45
3065,2000-05-19,1,86.8
3067,2000-03-10,1,89.42
3072,2000-12-26,1,87.57
3075,2000-03-25,1,91.38
3090,2000-10-07,1,90.25
3097,2000-01-09,1,97.07
3109,2000-04-26,1,89.46
3110,2000-07-08,1,90.92
3116,2000-06-16,1,97.59
3157,2000-08-17,1,90.65
3160,2000-08-17,1,98.56
3162,2000-02-22,1,95.08
3166,2000-08-26,1,94.58
3169,2000-12-11,1,85.03
3178,2000-05-12,1,99.36
3188,2000-02-28,1,87.09
3194,2000-01-26,1,90.21
3196,2000-01-25,1,95.68
3218,2000-01-08,1,92.9
3226,2000-11-09,1,88.46
3228,2000-04-27,1,89.95
3229,2000-07-12,1,94.54
3230,2000-02-21,1,86.67
3231,2000-11-28,1,95.82
3235,2000-11-05,1,96.19
3240,2000-08-16,1,87.04
3247,2000-09-10,1,95.98
3281,2000-03-06,1,88.14
3286,2000-09-15,1,89.07
3287,2000-04-29,1,96.35
3291,2000-04-09,1,86.39
3292,2000-07-02,1,91.61
3297,2000-06-23,1,97.59
3308,2000-11-21,1,91.74
3313,2000-05-17,1,94.82
3320,2000-05-21,1,98.43
3321,2000-10-05,1,85.9
3326,2000-10-31,1,97.15
3327,2000-05-09,1,85.54
3329,2000-11-25,1,98.68
3341,2000-11-28,1,95.77
3346,2000-06-01,1,95.39
3362,2000-07-02,1,99.77
3393,2000-06-10,1,99.78
3395,2000-07-26,1,91.02
3405,2000-01-29,1,94.15
3413,2000-12-14,1,94.66
3418,2000-10-22,1,88.93
3421,2000-03-01,1,90.73
3425,2000-10-12,1,86.4
3439,2000-04-18,1,96.03
3445,2000-05-01,1,86.5
3456,2000-09-05,1,86.38
3458,2000-01-19,1,92.66
3460,2000-10-04,1,86.69
3464,2000-01-04,1,85.85
3471,2000-06-07,1,98.06
3475,2000-03-12,1,85.53
3476,2000-09-09,1,89.51
3479,2000-01-28,1,89.9
3489,2000-04-20,1,90.09
3508,2000-07-09,1,86.53
3515,2000-08-24,1,95.89
3519,2000-01-15,1,89.02
3526,2000-04-18,1,86.47
3531,2000-10-18,1,92.23
3536,2000-05-03,1,97.77
3543,2000-01-20,1,89.38
3544,2000-04-23,1,87.45
3546,2000-07-15,1,97.25
3553,2000-07-15,1,92.56
3562,2000-07-02,1,85.65
3567,2000-04-30,1,98.69
3571,2000-06-26,1,96.64
3572,2000-05-16,1,96.37
3574,2000-12-17,1,97.37
3575,2000-12-24,1,98.41
3576,2000-12-22,1,93.35
3577,2000-09-25,1,88.08
3580,2000-11-01,1,93.44
3581,2000-02-28,1,99.2
3586,2000-08-17,1,86.65
3592,2000-08-07,1,90.68
3593,2000-09-25,1,95.12
3594,2000-07-20,1,91.17
3600,2000-11-04,1,85.18
3604,2000-05-30,1,89.52
3606,2000-11-25,1,93.83
3623,2000-10-02,1,89.46
3628,2000-12-24,1,96.85
3634,2000-11-26,1,98.01
3635,2000-03-07,1,97.65
3647,2000-03-03,1,93.34
3648,2000-02-25,1,96.64
3649,2000-05-15,1,96.1
3667,2000-01-10,1,92.18
3668,2000-07-12,1,88.42
3671,2000-12-09,1,89.79
3681,2000-12-28,1,93.18
3691,2000-05-13,1,93.9
3703,2000-03-30,1,95.55
3708,2000-09-28,1,87.42
3711,2000-07-07,1,88.75
3714,2000-01-08,1,90.78
3724,2000-01-16,1,87.05
3726,2000-11-18,1,88.43
3734,2000-10-12,1,90.46
3737,2000-08-09,1,98.84
3742,2000-12-01,1,85.65
3750,2000-05-29,1,99.04
3755,2000-01-25,1,97.01
3757,2000-10-14,1,89.72
3758,2000-02-13,1,90.67
3768,2000-06-15,1,94.75
3769,2000-05-13,1,98.66
3774,2000-11-05,1,90.56
3776,2000-02-06,1,86.09
3778,2000-04-05,1,93.27
3783,2000-07-10,1,96.23
3795,2000-01-19,1,98.75
3796,2000-10-12,1,95.23
3804,2000-08-24,1,93.93
3805,2000-09-30,1,93.29
3808,2000-06-09,1,92.45
3811,2000-02-01,1,97.73
3856,2000-11-03,1,96.16
3861,2000-06-22,1,98.55
3865,2000-02-10,1,96.38
3869,2000-08-24,1,85.19
3877,2000-05-20,1,85.19
3878,2000-02-07,1,96.09
3890,2000-01-25,1,98.65
3897,2000-12-01,1,92.64
3901,2000-05-29,1,97.06
3904,2000-05-18,1,99.14
3915,2000-02-17,1,85.11
3931,2000-09-11,1,95.55
3935,2000-01-19,1,85.14
3936,2000-02-07,1,95.3
3938,2000-11-01,1,85.53
3968,2000-05-20,1,85.31
3969,2000-02-09,1,98.28
3970,2000-08-03,1,99.62
3977,2000-10-09,1,94.06
3989,2000-06-14,1,86.54
3991,2000-05-03,1,94.41
3996,2000-04-23,1,93.43
3997,2000-09-28,1,91.06
3998,2000-04-28,1,89.27
4001,2000-07-04,1,98.33
4008,2000-10-25,1,98.26
4014,2000-05-09,1,91.14
4017,2000-04-23,1,90.84
4019,2000-10-13,1,96.17
4042,2000-01-09,1,89.99
4046,2000-11-18,1,87.95
4050,2000-05-20,1,97.48
4056,2000-07-25,1,86.93
4069,2000-12-03,1,99.84
4074,2000-04-03,1,99.93
4081,2000-10-26,1,95.55
4093,2000-02-25,1,92.91
4099,2000-04-10,1,98.68
4101,2000-07-12,1,93.59
4105,2000-03-04,1,87.4
4110,2000-06-17,1,93.93
4118,2000-02-03,1,97.86
4132,2000-08-19,1,90.22
4138,2000-06-06,1,87.32
4144,2000-02-05,1,98.75
4162,2000-06-14,1,97.57
4164,2000-10-10,1,87.89
4169,2000-09-25,1,90.58
4170,2000-04-27,1,89.45
4172,2000-09-12,1,96.92
4177,2000-02-01,1,87.65
4178,2000-02-14,1,98.32
4182,2000-03-07,1,90.58
4185,2000-06-22,1,86.07
4188,2000-12-14,1,85.97
4198,2000-03-01,1,86.93
4201,2000-02-02,1,88.52
4210,2000-06-20,1,89.15
4225,2000-10-15,1,87.07
4237,2000-04-23,1,96.06
4256,2000-08-06,1,88.78
4260,2000-01-07,1,86.71
4270,2000-06-15,1,87.15
4276,2000-05-23,1,97.24
4279,2000-06-12,1,96.05
4281,2000-08-12,1,88.46
4302,2000-11-06,1,94.86
4308,2000-11-06,1,91.62
4320,2000-09-24,1,98.3
4342,2000-12-13,1,97.26
4381,2000-10-12,1,98.97
4387,2000-11-20,1,95.38
4392,2000-04-06,1,90.86
4394,2000-10-17,1,96.0
4398,2000-06-22,1,90.86
4399,2000-02-13,1,87.33
4411,2000-06-11,1,96.1
4414,2000-06-25,1,94.79
4417,2000-04-14,1,88.51
4420,2000-07-27,1,86.84
4426,2000-01-17,1,88.23
4435,2000-04-10,1,99.81
4466,2000-05-07,1,87.74
4479,2000-02-05,1,86.7
4482,2000-03-18,1,97.51
4493,2000-07-28,1,87.58
4505,2000-02-16,1,96.82
4510,2000-07-03,1,92.96
4511,2000-02-18,1,88.1
4551,2000-09-23,1,94.03
4570,2000-03-09,1,99.02
4571,2000-05-20,1,95.42
4578,2000-06-28,1,99.25
4581,2000-05-16,1,86.0
4583,2000-12-12,1,86.45
4585,2000-06-08,1,86.66
4594,2000-07-29,1,91.83
4600,2000-06-13,1,87.89
4604,2000-05-31,1,91.88
4605,2000-05-07,1,98.53
4611,2000-01-15,1,98.68
4618,2000-02-04,1,92.3
4619,2000-05-02,1,90.33
4620,2000-07-06,1,85.65
4623,2000-08-09,1,98.64
4634,2000-11-22,1,85.05
4659,2000-11-29,1,92.62
4664,2000-08-18,1,89.43
4669,2000-02-16,1,87.23
4672,2000-03-02,1,99.01
4678,2000-01-11,1,95.08
4683,2000-10-14,1,94.39
4684,2000-05-11,1,97.04
4685,2000-10-08,1,94.33
4690,2000-06-06,1,99.29
4695,2000-11-19,1,88.43
4701,2000-12-03,1,90.85
4703,2000-03-28,1,86.87
4710,2000-10-31,1,99.99
4715,2000-05-27,1,94.31
4721,2000-03-20,1,98.55
4730,2000-06-09,1,88.57
4731,2000-02-11,1,90.87
4737,2000-07-09,1,85.3
4738,2000-09-11,1,93.26
4742,2000-12-22,1,99.61
4744,2000-02-22,1,94.15
4752,2000-08-21,1,95.74
4757,2000-11-25,1,98.14
4761,2000-11-01,1,85.14
4766,2000-12-21,1,91.62
4774,2000-07-16,1,94.67
4780,2000-06-02,1,86.84
4791,2000-04-22,1,99.42
4795,2000-06-22,1,96.25
4797,2000-01-01,1,91.01
4805,2000-12-28,1,99.11
4806,2000-12-22,1,91.37
4811,2000-05-11,1,96.98
4812,2000-10-07,1,92.96
4813,2000-05-05,1,93.43
4815,2000-01-04,1,89.69
4817,2000-07-16,1,96.06
4822,2000-06-17,1,90.1
4823,2000-02-14,1,90.85
4828,2000-04-20,1,96.41
4831,2000-07-01,1,98.26
4836,2000-10-21,1,93.23
4842,2000-08-14,1,99.87
4847,2000-02-15,1,97.06
4865,2000-05-07,1,96.2
4866,2000-10-05,1,93.06
4876,2000-01-19,1,94.79
4878,2000-08-18,1,92.24
4896,2000-06-19,1,98.83
4901,2000-01-23,1,88.95
4914,2000-05-03,1,94.75
4920,2000-01-13,1,93.12
4921,2000-07-20,1,96.76
4928,2000-04-26,1,96.88
4934,2000-11-02,1,85.08
4937,2000-11-19,1,88.99
4943,2000-03-24,1,89.33
4959,2000-03-25,1,90.48
4966,2000-07-21,1,85.11
4984,2000-08-13,1,94.21
4988,2000-02-18,1,90.28
4989,2000-02-11,1,86.26
4996,2000-12-17,1,98.84
5001,2000-09-17,1,95.31
5018,2000-04-02,1,98.02
5039,2000-09-15,1,97.91
5040,2000-10-09,1,92.55
5043,2000-12-30,1,90.83
5045,2000-05-20,1,91.37
5049,2000-03-01,1,89.64
5052,2000-03-20,1,96.86
5061,2000-02-17,1,89.03
5066,2000-02-06,1,99.66
5078,2000-12-18,1,98.7
5081,2000-06-09,1,96.88
5086,2000-05-27,1,85.63
5097,2000-05-16,1,92.97
5098,2000-07-11,1,85.09
5109,2000-01-09,1,86.23
5127,2000-02-08,1,86.03
5130,2000-04-09,1,95.73
5131,2000-12-19,1,97.27
5132,2000-12-15,1,86.58
5150,2000-04-02,1,91.17
5152,2000-12-14,1,95.44
5156,2000-04-10,1,88.21
5159,2000-02-03,1,93.27
5171,2000-08-04,1,91.74
5184,2000-10-02,1,98.13
5190,2000-06-16,1,86.66
5193,2000-08-29,1,99.31
5194,2000-12-23,1,91.33
5197,2000-10-09,1,87.22
5201,2000-03-14,1,90.0
5205,2000-05-31,1,99.76
5220,2000-09-11,1,99.32
5231,2000-03-19,1,87.35
5235,2000-10-26,1,99.96
5239,2000-07-16,1,93.83
5243,2000-04-25,1,87.55
5245,2000-04-14,1,89.19
5247,2000-10-15,1,99.4
5256,2000-05-13,1,96.56
5259,2000-11-22,1,94.52
5262,2000-12-25,1,97.49
5264,2000-07-28,1,87.48
5275,2000-06-04,1,86.19
5280,2000-12-01,1,93.95
5281,2000-12-10,1,89.98
5284,2000-10-27,1,86.36
5291,2000-11-16,1,89.2
5308,2000-04-02,1,88.39
5316,2000-12-17,1,86.3
5329,2000-06-01,1,92.06
5330,2000-05-07,1,98.56
5335,2000-04-01,1,98.92
5339,2000-09-04,1,88.08
5341,2000-12-02,1,98.66
5342,2000-03-03,1,89.22
5345,2000-03-05,1,85.13
5349,2000-01-04,1,97.29
5351,2000-09-18,1,85.69
5354,2000-04-02,1,97.34
5372,2000-02-09,1,90.53
5377,2000-01-25,1,88.61
5383,2000-11-17,1,96.09
5384,2000-02-28,1,91.61
5389,2000-05-09,1,98.46
5397,2000-07-23,1,85.76
5420,2000-05-03,1,86.47
5421,2000-04-22,1,94.83
5423,2000-09-22,1,93.04
5444,2000-01-25,1,86.29
5445,2000-02-10,1,96.87
5458,2000-02-01,1,87.65
5459,2000-02-14,1,97.65
5461,2000-10-07,1,85.14
5463,2000-02-06,1,93.63
5471,2000-07-13,1,88.07
5477,2000-07-28,1,87.02
5480,2000-05-02,1,96.02
5489,2000-05-01,1,92.77
5494,2000-08-29,1,86.92
5512,2000-07-09,1,94.99
5515,2000-03-17,1,91.96
5522,2000-04-02,1,98.32
5524,2000-09-12,1,99.2
5527,2000-10-04,1,90.31
5530,2000-01-29,1,98.84
5532,2000-09-24,1,95.19
5533,2000-07-23,1,94.72
5548,2000-01-16,1,96.83
5560,2000-10-01,1,94.78
5567,2000-11-27,1,90.02
5587,2000-01-10,1,96.69
5588,2000-10-01,1,86.23
5593,2000-03-11,1,86.53
5602,2000-10-31,1,88.21
5603,2000-11-28,1,90.93
5608,2000-02-17,1,95.33
5619,2000-09-16,1,98.88
5629,2000-10-08,1,86.73
5632,2000-08-08,1,92.49
5640,2000-10-13,1,90.1
5643,2000-09-30,1,96.24
5644,2000-07-25,1,93.55
5666,2000-07-13,1,89.65
5682,2000-01-16,1,98.52
5686,2000-08-18,1,85.2
5694,2000-09-03,1,93.38
5700,2000-11-24,1,98.26
5703,2000-02-03,1,99.03
5706,2000-06-17,1,87.82
5708,2000-01-08,1,87.26
5709,2000-04-20,1,89.58
5713,2000-03-29,1,85.14
5731,2000-12-19,1,94.25
5744,2000-01-16,1,89.16
5745,2000-04-29,1,96.34
5752,2000-11-17,1,91.3
5753,2000-12-03,1,88.36
5755,2000-12-03,1,90.47
5760,2000-10-02,1,92.19
5761,2000-05-04,1,94.13
5768,2000-07-20,1,86.05
5773,2000-06-07,1,89.52
5788,2000-10-02,1,93.68
5790,2000-02-27,1,94.2
5794,2000-11-15,1,91.01
5795,2000-12-03,1,88.8
5797,2000-05-25,1,95.05
5798,2000-07-21,1,92.82
5809,2000-07-26,1,89.39
5812,2000-12-26,1,99.68
5818,2000-06-27,1,91.48
5822,2000-01-09,1,85.8
